Symbol,Nome,Pais,Sigla_Pais,Setor
SUNE,SUNation Energy Inc.,United States,US,Technology
SUNS,"Sunrise Realty Trust, Inc.",United States,US,Real Estate
SUPN,"Supernus Pharmaceuticals, Inc.",United States,US,Healthcare
SUPP,TCW Transform Supply Chain ETF,,,
SUPX,SuperX AI Technology Limited,Singapore,SG,Technology
SURG,"SurgePays, Inc.",United States,US,Communication Services
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,,,
SUSC,iShares ESG USD Corporate Bond ETF,,,
SUSL,iShares ESG MSCI USA Leaders ETF,,,
SVA,Sinovac Biotech Ltd.,,,
SVAC,Spring Valley Acquisition Corp. III,United States,US,Financial Services
SVACU,Spring Valley Acquisition Corp. III,United States,US,Financial Services
SVACW,Spring Valley Acquisition Corp. III,United States,US,
SVAQ,Silicon Valley Acquisition Corp.,United States,US,Financial Services
SVAQU,Silicon Valley Acquisition Corp.,United States,US,Financial Services
SVAQW,Silicon Valley Acquisition Corp.,United States,US,
SVC,Service Properties Trust,United States,US,Real Estate
SVCC,Stellar V Capital Corp.,United States,US,Financial Services
SVCCU,Stellar V Capital Corp.,United States,US,Financial Services
SVCCW,Stellar V Capital Corp.,United States,US,
SVCO,"Silvaco Group, Inc.",United States,US,Technology
SVIV,Spring Valley Acquisition Corp. IV,United States,US,Financial Services
SVIVU,Spring Valley Acquisition Corp. IV,United States,US,Financial Services
SVIVW,Spring Valley Acquisition Corp. IV,United States,US,
SVRA,Savara Inc.,United States,US,Healthcare
SVRE,SaverOne 2014 Ltd.,Israel,IS,Technology
SVREW,SaverOne 2014 Ltd.,Israel,IS,
SVRN,OceanPal Inc.,Greece,GR,Industrials
SWAG,"Stran & Company, Inc.",United States,US,Communication Services
SWAGW,"Stran & Company, Inc.",United States,US,
SWBI,"Smith & Wesson Brands, Inc.",United States,US,Industrials
SWIM,"Latham Group, Inc.",United States,US,Industrials
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,,,
SWKS,"Skyworks Solutions, Inc.",United States,US,Technology
SWMR,"Swarmer, Inc",United States,US,Technology
SWP,SWP Growth & Income ETF,,,
SWVL,Swvl Holdings Corp.,United Arab Emirates,UN,Industrials
SWVLW,Swvl Holdings Corp.,,,
SXTC,"China SXT Pharmaceuticals, Inc.",China,CN,Healthcare
SXTP,"60 Degrees Pharmaceuticals, Inc.",United States,US,Healthcare
SXTPW,"60 Degrees Pharmaceuticals, Inc.",,,
SY,So-Young International Inc.,China,CN,Healthcare
SYBT,"Stock Yards Bancorp, Inc.",United States,US,Financial Services
SYM,Symbotic Inc.,United States,US,Industrials
SYNA,Synaptics Incorporated,United States,US,Technology
SYPR,"Sypris Solutions, Inc.",United States,US,Consumer Cyclical
SYRE,"Spyre Therapeutics, Inc.",United States,US,Healthcare
SYZ,Lazard US Systematic Small Cap Equity ETF,,,
SZZL,Sizzle Acquisition Corp. II,United States,US,Financial Services
SZZLR,Sizzle Acquisition Corp. II,United States,US,
SZZLU,Sizzle Acquisition Corp. II,United States,US,Financial Services
TACH,Titan Acquisition Corp,United States,US,Financial Services
TACHU,Titan Acquisition Corp,United States,US,Financial Services
TACHW,Titan Acquisition Corp,United States,US,
TACO,Berto Acquisition Corp.,United States,US,Financial Services
TACOU,Berto Acquisition Corp.,United States,US,Financial Services
TACOW,Berto Acquisition Corp.,United States,US,
TACT,TransAct Technologies Incorporated,United States,US,Technology
TALK,"Talkspace, Inc.",United States,US,Healthcare
TALKW,"Talkspace, Inc.",,,
TANH,Tantech Holdings Ltd,China,CN,Consumer Defensive
TAOP,Taoping Inc.,China,CN,Technology
TAOX,TAO Synergies Inc.,United States,US,Technology
TAOZ,Thornburg American Opportunities Fund ETF Class,,,
TARA,"Protara Therapeutics, Inc.",United States,US,Healthcare
TARK,Tradr 2X Long Innovation ETF,,,
TARS,"Tarsus Pharmaceuticals, Inc.",United States,US,Healthcare
TASK,"TaskUs, Inc.",United States,US,Technology
TATT,TAT Technologies Ltd.,United States,US,Industrials
TAVI,Tavia Acquisition Corp.,United States,US,Financial Services
TAVIR,Tavia Acquisition Corp.,United States,US,
TAVIU,Tavia Acquisition Corp.,United States,US,Financial Services
TAX,Cambria Tax Aware ETF,,,
TAXE,T. Rowe Price Intermediate Municipal Income ETF,,,
TAXI,Northern Trust Intermediate Tax-Exempt Bond ETF,,,
TAXS,Northern Trust Short-Term Tax-Exempt Bond ETF,,,
TAXT,Northern Trust Tax-Exempt Bond ETF,,,
TAYD,"Taylor Devices, Inc.",United States,US,Industrials
TBBK,"The Bancorp, Inc.",United States,US,Financial Services
TBCH,Turtle Beach Corporation,United States,US,Technology
TBH,"Brag House Holdings, Inc.",United States,US,Communication Services
TBIL,F/m US Treasury 3 Month Bill Fund - ETF Class Shares,,,
TBLA,Taboola.com Ltd.,United States,US,Communication Services
TBLAW,Taboola.com Ltd.,United States,US,
TBLD,Thornburg Income Builder Opportunities Trust,United States,US,Financial Services
TBPH,"Theravance Biopharma, Inc.",United States,US,Healthcare
TBRG,"TruBridge, Inc.",United States,US,Healthcare
TC,Token Cat Limited,China,CN,Communication Services
TCAN,21Shares Canton Network ETF,,,
TCBI,"Texas Capital Bancshares, Inc.",United States,US,Financial Services
TCBIO,"Texas Capital Bancshares, Inc.",United States,US,Financial Services
TCBK,TriCo Bancshares,United States,US,Financial Services
TCBS,"Texas Community Bancshares, Inc.",United States,US,Financial Services
TCHI,iShares MSCI China Multisector Tech ETF,,,
TCMD,"Tactile Systems Technology, Inc.",United States,US,Healthcare
TCOM,Trip.com Group Limited,Singapore,SG,Consumer Cyclical
TCPC,BlackRock TCP Capital Corp.,United States,US,Financial Services
TCRT,"Alaunos Therapeutics, Inc.",United States,US,Healthcare
TCRX,"TScan Therapeutics, Inc.",United States,US,Healthcare
TCX,Tucows Inc.,Canada,CA,Technology
TDAC,Translational Development Acquisition Corp.,United States,US,Financial Services
TDACU,Translational Development Acquisition Corp.,United States,US,Financial Services
TDACW,Translational Development Acquisition Corp.,United States,US,
TDI,Touchstone Dynamic International ETF,,,
TDIC,Dreamland Limited,Hong Kong,HK,Communication Services
TDIV,First Trust NASDAQ Technology Dividend Index Fund,,,
TDOG,21Shares Dogecoin ETF,,,
TDOT,21Shares Polkadot ETF,,,
TDSB,ETC Cabana Target Beta ETF,,,
TDSC,ETC Cabana Target Drawdown 10 ETF,,,
TDTH,Trident Digital Tech Holdings Ltd,Singapore,SG,Technology
TDUP,ThredUp Inc.,United States,US,Consumer Cyclical
TDWD,Tailwind 2.0 Acquisition Corp.,United States,US,Financial Services
TDWDR,Tailwind 2.0 Acquisition Corp.,United States,US,
TDWDU,Tailwind 2.0 Acquisition Corp.,United States,US,Financial Services
TEAD,Teads Holding Co.,United States,US,Communication Services
TEAM,Atlassian Corporation,Australia,AU,Technology
TECH,Bio-Techne Corporation,United States,US,Healthcare
TECX,"Tectonic Therapeutic, Inc.",United States,US,Healthcare
TECY,Graniteshares YieldBOOST Technology ETF,,,
TEKX,State Street Galaxy Transformative Tech Accelerators ETF,,,
TEKY,Lazard Next Gen Technologies ETF,,,
TELA,"TELA Bio, Inc.",United States,US,Healthcare
TELO,"Telomir Pharmaceuticals, Inc.",United States,US,Healthcare
TEM,"Tempus AI, Inc.",United States,US,Healthcare
TENB,"Tenable Holdings, Inc.",United States,US,Technology
TENX,"Tenax Therapeutics, Inc.",United States,US,Healthcare
TER,"Teradyne, Inc.",United States,US,Technology
TERG,Leverage Shares 2X Long TER Daily ETF,,,
TEXN,iShares Texas Equity ETF,,,
TEXX,Horizon Kinetics Texas ETF,,,
TFGZ,Thornburg Focus Growth Fund ETF Class,,,
TFNS,T. Rowe Price Financials ETF,,,
TFSL,TFS Financial Corporation,United States,US,Financial Services
TGHL,The Growhub Limited,Singapore,SG,Technology
TGL,Treasure Global Inc.,United States,US,Technology
TGTX,"TG Therapeutics, Inc.",United States,US,Healthcare
TH,Target Hospitality Corp.,United States,US,Industrials
THCH,TH International Limited,China,CN,Consumer Cyclical
THFF,First Financial Corporation,United States,US,Financial Services
THH,TryHard Holdings Limited,Japan,JP,Industrials
THMZ,Lazard Equity Megatrends ETF,,,
THRM,Gentherm Incorporated,United States,US,Consumer Cyclical
THRV,Prospera Income ETF,,,
THRY,"Thryv Holdings, Inc.",United States,US,Technology
THYM,T. Rowe Price High Income Municipal ETF,,,
THYP,21Shares Hyperliquid ETF,,,
TIGO,Millicom International Cellular S.A.,Luxembourg,LU,Communication Services
TIGR,UP Fintech Holding Limited,Singapore,SG,Financial Services
TIL,"Instil Bio, Inc.",United States,US,Healthcare
TILE,"Interface, Inc.",United States,US,Consumer Cyclical
TIPT,Tiptree Inc.,United States,US,Financial Services
TITN,Titan Machinery Inc.,United States,US,Industrials
TJGC,TJGC Group Limited,Hong Kong,HK,Communication Services
TKLF,"Tokyo Lifestyle Co., Ltd.",Japan,JP,Consumer Cyclical
TKNO,"Alpha Teknova, Inc.",United States,US,Healthcare
TKNS,21Shares Active Crypto ETF,,,
TLA,Graniteshares Autocallable Tsla ETF,,,
TLF,"Tandy Leather Factory, Inc.",United States,US,Consumer Cyclical
TLG,Touchstone Large Company Growth ETF,,,
TLIH,Ten-League International Holdings Limited,Singapore,SG,Industrials
TLN,Talen Energy Corporation,United States,US,Utilities
TLNC,Talon Capital Corp.,United States,US,Financial Services
TLNCU,Talon Capital Corp.,United States,US,Financial Services
TLNCW,Talon Capital Corp.,United States,US,
TLPH,"Talphera, Inc.",United States,US,Healthcare
TLRY,"Tilray Brands, Inc.",Canada,CA,Healthcare
TLS,Telos Corporation,United States,US,Technology
TLSA,Tiziana Life Sciences Ltd,United Kingdom,UK,Healthcare
TLSI,"TriSalus Life Sciences, Inc.",United States,US,Healthcare
TLSIW,"TriSalus Life Sciences, Inc.",United States,US,
TLT,iShares 20+ Year Treasury Bond ETF,,,
TLX,Telix Pharmaceuticals Limited,Australia,AU,Healthcare
TMB,Thornburg Multi Sector Bond ETF,,,
TMC,TMC the metals company Inc.,Canada,CA,Basic Materials
TMCI,"Treace Medical Concepts, Inc.",United States,US,Healthcare
TMCR,The Metals Royalty Company Inc.,Canada,CA,Basic Materials
TMCWW,TMC the metals company Inc.,Canada,CA,
TMDX,"TransMedics Group, Inc.",United States,US,Healthcare
TMED,T. Rowe Price Health Care ETF,,,
TMNL,T. Rowe Price Long Municipal Income ETF,,,
TMNS,T. Rowe Price Short Municipal Income ETF,,,
TMSF,T. Rowe Price Multi-Sector Income ETF,,,
TMTS,Spartacus Acquisition Corp. II,United States,US,Financial Services
TMTSU,Spartacus Acquisition Corp. II,United States,US,Financial Services
TMTSW,Spartacus Acquisition Corp. II,United States,US,
TMUS,"T-Mobile US, Inc.",United States,US,Communication Services
TMUSI,"T-Mobile US, Inc. 5.500% Senior Notes due June 2070",,,
TMUSL,"T-Mobile US, Inc. 6.250% Senior Notes due 2069",,,
TMUSZ,"T-Mobile US, Inc. 5.500% Senior Notes due March 2070",,,
TMYY,GraniteShares YieldBOOST TSM ETF,,,
TNDM,"Tandem Diabetes Care, Inc.",United States,US,Healthcare
TNGX,"Tango Therapeutics, Inc.",United States,US,Healthcare
TNMG,TNL Mediagene,Japan,JP,Communication Services
TNON,"Tenon Medical, Inc.",United States,US,Healthcare
TNONW,"Tenon Medical, Inc.",,,
TNXP,Tonix Pharmaceuticals Holding Corp.,United States,US,Healthcare
TNXT,T. Rowe Price Innovation Leaders ETF,,,
TNYA,"Tenaya Therapeutics, Inc.",United States,US,Healthcare
TOI,"The Oncology Institute, Inc.",United States,US,Healthcare
TOIIW,"The Oncology Institute, Inc.",United States,US,
TOMZ,"TOMI Environmental Solutions, Inc.",United States,US,Industrials
TONX,TON Strategy Co,United States,US,Technology
TOP,TOP Financial Group Limited,Singapore,SG,Financial Services
TORO,Toro Corp.,Cyprus,CY,Energy
TOUR,Tuniu Corporation,China,CN,Consumer Cyclical
TOWN,TowneBank,United States,US,Financial Services
TOYO,"TOYO Co., Ltd.",Japan,JP,Technology
TPCS,TechPrecision Corporation,United States,US,Industrials
TPG,TPG Inc.,United States,US,Financial Services
TPGXL,"TPG Operating Group II, L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064",,,
TPLS,Thornburg Core Plus Bond ETF,,,
TPST,"Tempest Therapeutics, Inc.",United States,US,Healthcare
TQQQ,ProShares UltraPro QQQ,,,
TQQY,GraniteShares YieldBOOST QQQ ETF,,,
TRAW,"Traws Pharma, Inc.",United States,US,Healthcare
TRAX,"First Tracks Biotherapeutics, Inc.",United States,US,Healthcare
TRBF,Angel Oak Total Return ETF,,,
TRDA,"Entrada Therapeutics, Inc.",United States,US,Healthcare
TREE,"LendingTree, Inc.",United States,US,Financial Services
TRGS,TRG Latin America Acquisitions Corp.,United States,US,Financial Services
TRGSR,TRG Latin America Acquisitions Corp.,United States,US,
TRGSU,TRG Latin America Acquisitions Corp.,United States,US,Financial Services
TRI,Thomson Reuters Corporation,Canada,CA,Industrials
TRIB,Trinity Biotech plc,Ireland,IR,Healthcare
TRIN,Trinity Capital Inc.,United States,US,Financial Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,,,
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,,,
TRIP,"Tripadvisor, Inc.",United States,US,Consumer Cyclical
TRMB,Trimble Inc.,United States,US,Technology
TRMD,TORM plc,United Kingdom,UK,Energy
TRMK,Trustmark Corporation,United States,US,Financial Services
TRNR,Interactive Strength Inc.,United States,US,Consumer Cyclical
TRNS,"Transcat, Inc.",United States,US,Industrials
TRON,Tron Inc.,United States,US,Consumer Cyclical
TROO,"TROOPS, Inc.",Hong Kong,HK,Financial Services
TROW,"T. Rowe Price Group, Inc.",United States,US,Financial Services
TRS,TriMas Corporation,United States,US,Consumer Cyclical
TRSG,Tungray Technologies Inc.,Singapore,SG,Industrials
TRST,TrustCo Bank Corp NY,United States,US,Financial Services
TRUC,VanEck Communication Services TruSector ETF,,,
TRUD,VanEck Consumer Disc TruSector ETF,,,
TRUF,Vaneck Financials TruSector ETF,,,
TRUG,"TruGolf Holdings, Inc.",United States,US,Consumer Cyclical
TRUH,Vaneck Healthcare TruSector ETF,,,
TRUI,Vaneck Industrials TruSector ETF,,,
TRUO,Vaneck Consumer Staples TruSector ETF,,,
TRUP,"Trupanion, Inc.",United States,US,Financial Services
TRUT,Vaneck Technology Trusector ETF,,,
TRVG,trivago N.V.,Germany,DE,Communication Services
TRVI,"Trevi Therapeutics, Inc.",United States,US,Healthcare
TSAT,Telesat Corporation,Canada,CA,Technology
TSBK,"Timberland Bancorp, Inc.",United States,US,Financial Services
TSCM,TimesSquare Quality Mid Cap Growth ETF,,,
TSCO,Tractor Supply Company,United States,US,Consumer Cyclical
TSDD,Graniteshares 2x Short TSLA Daily ETF,,,
TSEL,Touchstone Sands Capital US Select Growth ETF,,,
TSEM,Tower Semiconductor Ltd.,Israel,IS,Technology
TSHA,"Taysha Gene Therapies, Inc.",United States,US,Healthcare
TSL,GraniteShares 1.25x Long Tsla Daily ETF,,,
TSLA,"Tesla, Inc.",United States,US,Consumer Cyclical
TSLG,Leverage Shares 2X Long TSLA Daily ETF,,,
TSLL,Direxion Daily TSLA Bull 2X Shares,,,
TSLQ,Tradr 2X Short TSLA Daily ETF,,,
TSLR,Graniteshares 2x Long TSLA Daily ETF,,,
TSLS,Direxion Daily TSLA Bear 1X Shares,,,
TSMG,Leverage Shares 2X Long TSM Daily ETF,,,
TSMU,GraniteShares 2x Long TSM Daily ETF,,,
TSMX,Direxion Daily TSM Bull 2X Shares,,,
TSMZ,Direxion Daily TSM Bear 1X Shares,,,
TSPY,TappAlpha SPY Growth & Daily Income ETF,,,
TSSI,"TSS, Inc.",United States,US,Technology
TSUI,21Shares Sui ETF,,,
TSYX,TSPY Lift ETF,,,
TSYY,GraniteShares YieldBOOST TSLA ETF,,,
TTAN,"ServiceTitan, Inc.",United States,US,Technology
TTD,"The Trade Desk, Inc.",United States,US,Communication Services
TTEC,"TTEC Holdings, Inc.",United States,US,Technology
TTEK,"Tetra Tech, Inc.",United States,US,Industrials
TTEQ,T. Rowe Price Technology ETF,,,
TTGT,"TechTarget, Inc.",United States,US,Technology
TTMI,"TTM Technologies, Inc.",United States,US,Technology
TTRX,Turn Therapeutics Inc.,United States,US,Healthcare
TTWO,"Take-Two Interactive Software, Inc.",United States,US,Communication Services
TUG,STF Tactical Growth ETF,,,
TUGN,STF Tactical Growth & Income ETF,,,
TULP,"Bloomia Holdings, Inc.",United States,US,Communication Services
TUR,iShares MSCI Turkey ETF,,,
TURB,"Turbo Energy, S.A.",Spain,ES,Technology
TURF,T. Rowe Price Natural Resources ETF,,,
TUSK,"Mammoth Energy Services, Inc.",United States,US,Industrials
TVA,Texas Ventures Acquisition III Corp,United States,US,Financial Services
TVACU,Texas Ventures Acquisition III Corp,United States,US,Financial Services
TVACW,Texas Ventures Acquisition III Corp,United States,US,
TVAI,Thayer Ventures Acquisition Corporation II,United States,US,Financial Services
TVAIR,Thayer Ventures Acquisition Corporation II,United States,US,
TVAIU,Thayer Ventures Acquisition Corporation II,United States,US,Financial Services
TVGN,Tevogen Bio Holdings Inc.,United States,US,Healthcare
TVGNW,Tevogen Bio Holdings Inc.,United States,US,
TVRD,"Tvardi Therapeutics, Inc.",United States,US,Healthcare
TVTX,"Travere Therapeutics, Inc.",United States,US,Healthcare
TW,Tradeweb Markets Inc.,United States,US,Financial Services
TWAV,"TaoWeave, Inc.",United States,US,Financial Services
TWFG,"TWFG, Inc.",United States,US,Financial Services
TWG,Top Wealth Group Holding Limited,Hong Kong,HK,Consumer Defensive
TWIN,"Twin Disc, Incorporated",United States,US,Industrials
TWLV,Twelve Seas Investment Company III,United States,US,Financial Services
TWLVR,Twelve Seas Investment Company III,United States,US,
TWLVU,Twelve Seas Investment Company III,United States,US,Financial Services
TWST,Twist Bioscience Corporation,United States,US,Healthcare
TXG,"10x Genomics, Inc.",United States,US,Healthcare
TXMD,"TherapeuticsMD, Inc.",United States,US,Healthcare
TXN,Texas Instruments Incorporated,United States,US,Technology
TXRH,"Texas Roadhouse, Inc.",United States,US,Consumer Cyclical
TXUE,Thornburg International Equity ETF,,,
TXUG,Thornburg International Growth ETF,,,
TXXD,21Shares 2x Long Dogecoin ETF,,,
TXXH,21Shares 2x Long HYPE ETF,,,
TXXS,21Shares 2x Long Sui ETF,,,
TYGO,"Tigo Energy, Inc.",United States,US,Technology
TYRA,"Tyra Biosciences, Inc.",United States,US,Healthcare
TZOO,Travelzoo,United States,US,Communication Services
UAE,iShares MSCI UAE ETF,,,
UAL,"United Airlines Holdings, Inc.",United States,US,Industrials
UBCP,"United Bancorp, Inc.",United States,US,Financial Services
UBND,VictoryShares Core Plus Bond ETF,,,
UBRL,GraniteShares 2x Long UBER Daily ETF,,,
UBSI,"United Bankshares, Inc.",United States,US,Financial Services
UBXG,U-BX Technology Ltd.,China,CN,Communication Services
UCAR,U Power Limited,China,CN,Consumer Cyclical
UCFI,CN Healthy Food Tech Group Corp.,China,CN,Consumer Defensive
UCFIW,CN Healthy Food Tech Group Corp.,China,CN,
UCL,uCloudlink Group Inc.,Hong Kong,HK,Communication Services
UCRD,VictoryShares ESG Corporate Bond ETF,,,
UCTT,"Ultra Clean Holdings, Inc.",United States,US,Technology
UCYB,ProShares Ultra Nasdaq Cybersecurity,,,
UECG,Leverage Shares 2X Long UEC Daily ETF,,,
UEIC,Universal Electronics Inc.,United States,US,Technology
UEVM,VictoryShares Emerging Markets Value Momentum ETF,,,
UFCS,"United Fire Group, Inc.",United States,US,Financial Services
UFG,Uni-Fuels Holdings Limited,Singapore,SG,Industrials
UFIV,F/m US Treasury 5 Year Note ETF,,,
UFO,Procure Space ETF,,,
UFOX,Defiance Connective Technologie,,,
UFPI,"UFP Industries, Inc.",United States,US,Basic Materials
UFPT,"UFP Technologies, Inc.",United States,US,Healthcare
UG,"United-Guardian, Inc.",United States,US,Consumer Defensive
UGRO,Urban-gro Inc,United States,US,Communication Services
UITB,VictoryShares Core Intermediate Bond ETF,,,
UIVM,VictoryShares International Value Momentum ETF,,,
UK,Ucommune International Ltd,China,CN,Real Estate
ULBI,Ultralife Corporation,United States,US,Industrials
ULCC,"Frontier Group Holdings, Inc.",United States,US,Industrials
ULH,"Universal Logistics Holdings, Inc.",United States,US,Industrials
ULTA,"Ulta Beauty, Inc.",United States,US,Consumer Cyclical
ULTI,REX IncomeMax Option Strategy ETF,,,
ULVM,VictoryShares US Value Momentum ETF,,,
UMBF,UMB Financial Corporation,United States,US,Financial Services
UMBFO,UMB Financial Corporation,United States,US,Financial Services
UMMA,Wahed Dow Jones Islamic World ETF,,,
UNB,"Union Bankshares, Inc.",United States,US,Financial Services
UNCY,"Unicycive Therapeutics, Inc.",United States,US,Healthcare
UNHG,Leverage Shares 2X Long UNH Daily ETF,,,
UNIT,Uniti Group Inc.,United States,US,Real Estate
UNIY,WisdomTree Voya Yield Enchanced USD Universal Bond Fund,,,
UNTY,"Unity Bancorp, Inc.",United States,US,Financial Services
UONE,"Urban One, Inc.",United States,US,Communication Services
UONEK,"Urban One, Inc.",United States,US,Communication Services
UPB,"Upstream Bio, Inc.",United States,US,Healthcare
UPBD,"Upbound Group, Inc.",United States,US,Technology
UPC,Universe Pharmaceuticals INC,China,CN,Healthcare
UPGR,Xtrackers US Green Infrastructure Select Equity ETF,,,
UPLD,"Upland Software, Inc.",United States,US,Technology
UPSG,Leverage Shares 2X Long UPS Daily ETF,,,
UPST,"Upstart Holdings, Inc.",United States,US,Financial Services
UPWK,Upwork Inc.,United States,US,Communication Services
UPXI,"Upexi, Inc.",United States,US,Communication Services
URBN,"Urban Outfitters, Inc.",United States,US,Consumer Cyclical
URGN,UroGen Pharma Ltd.,United States,US,Healthcare
URNJ,Sprott Junior Uranium Miners ETF,,,
UROY,Uranium Royalty Corp.,Canada,CA,Energy
USAF,Atlas America Fund,,,
USAR,"USA Rare Earth, Inc.",United States,US,Basic Materials
USAU,U.S. Gold Corp.,United States,US,Basic Materials
USCB,"USCB Financial Holdings, Inc.",United States,US,Financial Services
USCL,Ishares Climate Conscious & Transition MSCI USA ETF,,,
USDX,SGI Enhanced Core ETF,,,
USEA,United Maritime Corporation,Greece,GR,Industrials
USEG,Big Sky Industrial Inc.,United States,US,
USFI,Brandywineglobal-U.S. Fixed Income ETF,,,
USGG,Leverage Shares 2X Long USAR Daily ETF,,,
USGO,U.S. GoldMining Inc.,Canada,CA,Basic Materials
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,,,
USIN,Wisdomtree 7-10 Year Laddered Treasury Fund ETF,,,
USIO,"Usio, Inc.",United States,US,Technology
USLM,"United States Lime & Minerals, Inc.",United States,US,Basic Materials
USMC,Principal U.S. Mega-Cap ETF,,,
USOI,UBS ETRACS Crude Oil Shares Covered Call ETN,,,
USOY,Defiance Oil Enhanced Options Income ETF,,,
USRD,Themes US R&D Champions ETF,,,
USSH,Wisdomtree 1-3 Year Laddered Treasury Fund ETF,,,
USTB,VictoryShares Short-Term Bond ETF,,,
USVM,VictoryShares US Small Mid Cap Value Momentum ETF,,,
USVN,F/m US Treasury 7 Year Note ETF,,,
USXF,iShares ESG Advanced MSCI USA ETF,,,
UTEN,F/m US Treasury 10 Year Note ETF,,,
UTHR,United Therapeutics Corporation,United States,US,Healthcare
UTHY,F/m US Treasury 30 Year Bond ETF,,,
UTMD,"Utah Medical Products, Inc.",United States,US,Healthcare
UTRE,F/m US Treasury 3 Year Note ETF,,,
UTSI,UTStarcom Holdings Corp.,China,CN,Technology
UTWO,F/m US Treasury 2 Year Note ETF,,,
UTWY,F/m US Treasury 20 Year Bond ETF,,,
UUUG,Leverage Shares 2X Long UUUU Daily ETF,,,
UVSP,Univest Financial Corporation,United States,US,Financial Services
UXIN,Uxin Limited,China,CN,Consumer Cyclical
UYLD,Angel Oak Ultrashort Income ETF,,,
UYSC,UY Scuti Acquisition Corp.,United States,US,Financial Services
UYSCR,UY Scuti Acquisition Corp.,United States,US,
UYSCU,UY Scuti Acquisition Corp.,United States,US,Financial Services
UZX,Linkage Global Inc,Japan,JP,Consumer Cyclical
VABK,Virginia National Bankshares Corporation,United States,US,Financial Services
VACH,Voyager Acquisition Corp,United States,US,Financial Services
VACHU,Voyager Acquisition Corp.,United States,US,Financial Services
VACHW,Voyager Acquisition Corp.,United States,US,
VALG,Leverage Shares 2X Long VALE Daily ETF,,,
VALN,Valneva SE,France,FR,Healthcare
VALU,"Value Line, Inc.",United States,US,Financial Services
VANI,"Vivani Medical, Inc.",United States,US,Healthcare
VAVX,VanEck Avalanche ETF,,,
VBCA,Vanguard Target Maturity 2027 Corporate Bond ETF,,,
VBCB,Vanguard Target Maturity 2028 Corporate Bond ETF,,,
VBCC,Vanguard Target Maturity 2029 Corporate Bond ETF,,,
VBCD,Vanguard Target Maturity 2030 Corporate Bond ETF,,,
VBCE,Vanguard Target Maturity 2031 Corporate Bond ETF,,,
VBCF,Vanguard Target Maturity 2032 Corporate Bond ETF,,,
VBCG,Vanguard Target Maturity 2033 Corporate Bond ETF,,,
VBCH,Vanguard Target Maturity 2034 Corporate Bond ETF,,,
VBCI,Vanguard Target Maturity 2035 Corporate Bond ETF,,,
VBCJ,Vanguard Target Maturity 2036 Corporate Bond ETF,,,
VBIL,Vanguard 0-3 Month Treasury Bill ETF,,,
VBIO,"Valion Bio, Inc.",United States,US,Healthcare
VBNB,VanEck BNB ETF,,,
VBNK,VersaBank,Canada,CA,Financial Services
VC,Visteon Corporation,United States,US,Consumer Cyclical
VCEL,Vericel Corporation,United States,US,Healthcare
VCIG,VCI Global Limited,Malaysia,MA,Industrials
VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,,,
VCLT,Vanguard Long-Term Corporate Bond Index Fund ETF Shares,,,
VCRB,Vanguard Core Bond ETF,,,
VCSH,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,,,
VCTR,"Victory Capital Holdings, Inc.",United States,US,Financial Services
VCYT,"Veracyte, Inc.",United States,US,Healthcare
VECO,Veeco Instruments Inc.,United States,US,Technology
VEEA,Veea Inc.,United States,US,Technology
VEEAW,Veea Inc.,United States,US,
VEEE,Twin Vee Powercats Co.,United States,US,Consumer Cyclical
VEFA,VanEck MSCI EAFE Analyst Sentiment ETF,,,
VELO,"Velo3D, Inc.",United States,US,Technology
VEON,VEON Ltd.,United Arab Emirates,UN,Communication Services
VERA,"Vera Therapeutics, Inc.",United States,US,Healthcare
VERI,"Veritone, Inc.",United States,US,Technology
VERU,Veru Inc.,United States,US,Healthcare
VERX,"Vertex, Inc.",United States,US,Technology
VFF,"Village Farms International, Inc.",United States,US,Consumer Defensive
VFLO,Victoryshares Free Cash Flow ETF,,,
VFS,VinFast Auto Ltd.,Vietnam,VI,Consumer Cyclical
VFSWW,VinFast Auto Ltd.,Vietnam,VI,
VGAS,"Verde Clean Fuels, Inc.",United States,US,Utilities
VGASW,"Verde Clean Fuels, Inc.",,,
VGIT,Vanguard Intermediate-Term Treasury Index Fund ETF Shares,,,
VGLT,Vanguard Long-Term Treasury Index Fund ETF Shares,,,
VGSH,Vanguard Short-Term Treasury Index Fund ETF Shares,,,
VGSR,Vert Global Sustainable Real Estate ETF,,,
VGUS,Vanguard Ultra-Short Treasury ETF,,,
VHC,VirnetX Holding Corporation,United States,US,Technology
VHCP,Vine Hill Capital Investment Corp. II,United States,US,Financial Services
VHCPU,Vine Hill Capital Investment Corp. II,United States,US,Financial Services
VHCPW,Vine Hill Capital Investment Corp. II,United States,US,
VHUB,"VenHub Global, Inc.",United States,US,Consumer Defensive
VIASP,"Via Renewables, Inc.",United States,US,Utilities
VIAV,Viavi Solutions Inc.,United States,US,Technology
VICR,Vicor Corporation,United States,US,Technology
